project_id,project_name,repo_url,commit_sha,cutoff_date,since_date,subdir,planned_fte,planned_duration_months,planned_pm,cost_usd,application_url,notes
subxtpy,subxtpy,https://github.com/philoniare/subxtpy,,2024-10-15,,,2,3,6.00,30000,github.com/w3f/Grants-Program/blob/master/applications/bison.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
sunshine-keybase,sunshine-keybase,https://github.com/sunshine-protocol/sunshine-keybase,,2020-10-06,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
supersig_fellowship,supersig_fellowship,https://github.com/decentration/pallet_supersig,,2023-07-12,,,2,,,,github.com/w3f/Grants-Program/blob/master/applications/supersig_fellowship.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SwarmNL,SwarmNL,https://github.com/algorealmInc/SwarmNL,,2025-01-23,,,1,3,3.00,48000,github.com/w3f/Grants-Program/blob/master/applications/swarm-nl.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
swift_api,swift_api,https://github.com/tesseract-one/Substrate.swift,,2023-09-16,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
swush-dex-aggregator,swush-dex-aggregator,https://github.com/swush-labs/swush-app,,2025-05-14,,,1.5,5,7.50,25000,github.com/w3f/Grants-Program/blob/master/applications/swush-dex-aggregator.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
SydTek,SydTek,https://github.com/jgophd/Developed-Materials-and-Raw-Data,,2023-08-31,,,5,4,20.00,29600,github.com/w3f/Grants-Program/blob/master/applications/SydTek.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
t3rn-xbi,t3rn-xbi,https://github.com/t3rn/xbi,,2022-09-19,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
tcdt,tcdt,https://github.com/tcdt-lab/bcdns,,2025-06-25,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
tdot,tdot,https://github.com/nutsfinance/stable-asset,,2022-10-19,,,2,,,14000,github.com/w3f/Grants-Program/blob/master/applications/tdot.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tellor,tellor,https://github.com/tellor-io/tellor-parachain-contracts,7f8cf44f526d0c42fd35074024f2daa40c637579,2023-05-02,,,2,4,8.00,40000,github.com/w3f/Grants-Program/blob/master/applications/Tellor.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Threshold_Signature,Threshold_Signature,https://github.com/Fiono11/cli,,2024-12-16,,,1,1,1.00,15000,github.com/w3f/Grants-Program/blob/master/applications/ThresholdSignature.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
TogetherCrew_Community_health_check,TogetherCrew_Community_health_check,https://github.com/RnDAO/tc-Documentation,,2024-02-13,,,6,,,15,github.com/w3f/Grants-Program/blob/master/applications/community-health-check.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tokeneconomics-survey,tokeneconomics-survey,https://github.com/taqtiqa-mark/tokenomics-survey-2022,,2023-09-08,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
Tokenguard - Milestone 1 & 2,Tokenguard - Milestone 1 & 2,https://github.com/tokenguardio/dashboard-creator-client,,2024-06-10,,,1.5,2,3.00,30000,github.com/w3f/Grants-Program/blob/master/applications/Tokenguard.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tpscore,tpscore,https://github.com/BCS-Labs/tpscore-etl-system,,2023-09-26,,,2,2,4.00,10000,github.com/w3f/Grants-Program/blob/master/applications/TPScore.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tracking_chain,tracking_chain,https://github.com/TrackingChains/TrackingChain,,2023-11-15,,,1,6.5,6.50,16,github.com/w3f/Grants-Program/blob/master/applications/tracking_chain.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
TreasuryTracker,TreasuryTracker,https://github.com/stake-plus/treasury-tracker,,2023-10-10,,,1.25,1,1.25,10000,github.com/w3f/Grants-Program/blob/master/applications/TreasuryTracker.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
TREX_Network,TREX_Network,https://github.com/NexTokenTech/TREX,,2023-02-01,,,,,,10000,github.com/w3f/Grants-Program/blob/master/applications/TREX_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tribal_protocol,tribal_protocol,https://github.com/tribal-protocol/tribal_contract,,2022-08-08,,,3,4,12.00,40000,github.com/w3f/Grants-Program/blob/master/applications/tribal_protocol.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tuxedo,tuxedo,https://github.com/Off-Narrative-Labs/Tuxedo,,2023-05-08,,,1,,,48000,github.com/w3f/Grants-Program/blob/master/applications/tuxedo_parachain.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
TuxedoDApp,TuxedoDApp,https://github.com/mlabs-haskell/TuxedoDapp,,2024-11-07,,,2,3,6.00,24000,github.com/w3f/Grants-Program/blob/master/applications/TuxedoDapp.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
tuxedo-parachain,tuxedo-parachain,https://github.com/Off-Narrative-Labs/Tuxedo,,2024-04-18,,,1,,,48000,github.com/w3f/Grants-Program/blob/master/applications/tuxedo_parachain.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
typechain-polkadot,typechain-polkadot,https://github.com/Supercolony-net/typechain-polkadot,,2022-11-10,,,2,,,44800,github.com/w3f/Grants-Program/blob/master/applications/typechain-polkadot.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
typechain-polkadot-follow-up,typechain-polkadot-follow-up,https://github.com/727-Ventures/typechain-polkadot,,2023-02-22,,,2.5,,,56000,github.com/w3f/Grants-Program/blob/master/applications/typechain-polkadot-follow-up-2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
typechain_revived,typechain_revived,https://github.com/C-Forge/typechain-polkadot,221d891bf0f2ab63918a469bc8aaacf40579da79,2024-10-04,,,3,,,30000,github.com/w3f/Grants-Program/blob/master/applications/typechain_revived.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
typink,typink,https://github.com/dedotdev/typink,,2025-02-03,,,1.5,3,4.50,30,github.com/w3f/Grants-Program/blob/master/applications/typink.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
uke_protocol,uke_protocol,https://github.com/Uke-Messaging/uke,,2022-11-22,,,3,3,9.00,30000,github.com/w3f/Grants-Program/blob/master/applications/Diffy_chat.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
unified_collator_node_deployment,unified_collator_node_deployment,https://github.com/for-parity-with-love/unified-collator-node-deployment,,2023-03-21,,,,2.5,,24500,github.com/w3f/Grants-Program/blob/master/applications/unified_collator_node_deployment.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
universaldot.me,universaldot.me,https://github.com/UniversalDot/pallets,,2022-03-30,,,2.5,4,10.00,35000,github.com/w3f/Grants-Program/blob/master/applications/universaldot-me.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
upgradeability,upgradeability,https://github.com/trustfractal/ink-upgrade-template,,2021-03-25,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
validated_streams,validated_streams,https://github.com/comrade-coop/validated-streams,,2023-06-27,,,1,3,3.00,10000,github.com/w3f/Grants-Program/blob/master/applications/validated-streams.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Validator_Monitoring_Service,Validator_Monitoring_Service,https://github.com/p2p-org/polkadot_monitoring_service,,2024-03-19,,,1.5,2,3.00,29000,github.com/w3f/Grants-Program/blob/master/applications/Validator_Monitoring_Service.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
validators_selection,validators_selection,https://github.com/miepsik/validators_selection,,2023-03-07,,,1,,,9000,github.com/w3f/Grants-Program/blob/master/applications/validators_selection.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
validators_selection1,validators_selection1,https://github.com/miepsik/validators_selection,,2023-01-17,,,1,,,9000,github.com/w3f/Grants-Program/blob/master/applications/validators_selection.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ventur,ventur,https://github.com/Popular-Coding/ventur,,2023-01-13,,,4,2,8.00,30000,github.com/w3f/Grants-Program/blob/master/applications/ventur.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
vera_defi_phase,vera_defi_phase,https://github.com/veradefi/defi,,2021-07-05,,,1.5,,,6000,github.com/w3f/Grants-Program/blob/master/applications/vera_defi.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
walt-id_nft-infra,walt-id_nft-infra,https://github.com/walt-id/waltid-nftkit,,2023-04-26,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
wasmedge_substrate,wasmedge_substrate,https://github.com/WasmEdge/WasmEdge,,2022-09-19,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
wasm-opt-for-rust,wasm-opt-for-rust,https://github.com/brson/wasm-opt-rs,,2022-11-05,,,0.4,,,30000,github.com/w3f/Grants-Program/blob/master/applications/wasm-opt-for-rust.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
wasm_runtimes_fuzzing,wasm_runtimes_fuzzing,https://github.com/pventuzelo/wasm_runtimes_fuzzing,7b47782f01187571446f2f2d376a1d6183ee68ff,2020-07-16,,,,3,,4,github.com/w3f/Grants-Program/blob/master/applications/wasm_runtimes_fuzzing.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Web3Box,Web3Box,https://github.com/web3box-labs/apps,,2023-02-09,,,2,,,10000,github.com/w3f/Grants-Program/blob/master/applications/Web3Box.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
web3-compatible-api,web3-compatible-api,https://github.com/PureStake/moonbeam,,2020-07-24,,,2,,,2,github.com/w3f/Grants-Program/blob/master/applications/web3-compatible-api.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Web3Go,Web3Go,https://github.com/web3go-xyz/web3go-xyz-v2,,2023-03-23,,,2,3,6.00,40000,github.com/w3f/Grants-Program/blob/master/applications/Web3Go.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
webb_extended_mixer,webb_extended_mixer,https://github.com/webb-tools/webb-dapp,,2022-06-28,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
Webb_Mixer,Webb_Mixer,https://github.com/webb-tools/anon,,2021-04-29,,,5,4,20.00,100000,github.com/w3f/Grants-Program/blob/master/applications/MIXERv2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Webb_Mixer_Extended,Webb_Mixer_Extended,https://github.com/webb-tools/anon,,2021-10-22,,,5,4,20.00,100000,github.com/w3f/Grants-Program/blob/master/applications/MIXERv2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
WeTEE,WeTEE,https://github.com/wetee-dao/chain,,2024-04-12,,,2,3.5,7.00,21000,github.com/w3f/Grants-Program/blob/master/applications/WeTEE_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
whiteflag-on-fennel-protocol,whiteflag-on-fennel-protocol,https://github.com/fennelLabs/Fennel-Protocol,,2022-08-25,,,3,3,9.00,50000,github.com/w3f/Grants-Program/blob/master/applications/Fennel_Protocol.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
wika_network,wika_network,https://github.com/randombishop/wika_etl,,2022-04-18,,,1,3,3.00,15000,github.com/w3f/Grants-Program/blob/master/applications/wika_network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Xcavate,Xcavate,https://github.com/XcavateBlockchain/MVP_Lending_Pool,,2023-09-26,,,4,2,8.00,8500,github.com/w3f/Grants-Program/blob/master/applications/Xcavate.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcm-domain-service,xcm-domain-service,https://github.com/azero-id/xcm-domain-service,,2023-10-17,,,1,2,2.00,30000,github.com/w3f/Grants-Program/blob/master/applications/xcm-domain-service.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcm-sdk,xcm-sdk,https://github.com/blockcoders/xcm-sdk,,2023-02-24,,,3,6,18.00,64000,github.com/w3f/Grants-Program/blob/master/applications/cross-chain-wallet.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcmsend,xcmsend,https://github.com/XcmSend/app-v0.0.1,,2023-11-20,,,2,,,30,github.com/w3f/Grants-Program/blob/master/applications/xcmsend.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcm-tools,xcm-tools,https://github.com/gmajor-encrypt/xcm-tools,,2023-09-25,,,,1,,9000,github.com/w3f/Grants-Program/blob/master/applications/JsonRpsee-socks5-proxy.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcm-tools-follow-up,xcm-tools-follow-up,https://github.com/gmajor-encrypt/xcm-tools,,2024-08-27,,,,1,,9000,github.com/w3f/Grants-Program/blob/master/applications/JsonRpsee-socks5-proxy.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xcnft,xcnft,https://github.com/paraspell-research/xcnft-pallet,c6682ecdf2fe9fdc51a678b028d77a0a4e33efa6,2024-11-07,,,1,6,6.00,30,github.com/w3f/Grants-Program/blob/master/applications/xcNFT.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
xNFT,xNFT,https://github.com/antiers-solutions/xNFT,,2024-02-29,,,1,6,6.00,30,github.com/w3f/Grants-Program/blob/master/applications/xcNFT.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
yatima,yatima,https://github.com/yatima-inc/yatima,,2021-10-17,,,4,3,12.00,29999,github.com/w3f/Grants-Program/blob/master/applications/yatima.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
yibanchen,yibanchen,https://github.com/YibanChen/yc-node,,2021-11-17,,,2,,,25000,github.com/w3f/Grants-Program/blob/master/applications/yiban_chen1.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
yieldscan_phase,yieldscan_phase,https://github.com/yieldscan/yieldscan-frontend,,2021-09-17,,,3,1.5,4.50,20000,github.com/w3f/Grants-Program/blob/master/applications/yieldscan_phase_2.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
Zaturn_generic-attestable-oracle-parachain,Zaturn_generic-attestable-oracle-parachain,https://github.com/Acurast/acurast-substrate,,2022-10-19,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
zeeve_larch,zeeve_larch,https://github.com/Zeeve-App/larch,30aa28681493d92cbdb5d1f56c11063790bc518f,2023-11-03,,,3,,,24000,github.com/w3f/Grants-Program/blob/master/applications/ink-playground-ide-improvements.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zenlink,zenlink,https://github.com/zenlinkpro/whitepaper,,2020-11-08,,,4,,,0,github.com/w3f/Grants-Program/blob/master/applications/zenlink-smart-contract.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zenlink_dex_smart_contract,zenlink_dex_smart_contract,https://github.com/zenlinkpro/whitepaper,,2020-12-02,,,4,,,0,github.com/w3f/Grants-Program/blob/master/applications/zenlink-smart-contract.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ZeroDAO_Network-millestone,ZeroDAO_Network-millestone,https://github.com/ZeroDAO/ZeroDAO-node,,2021-11-18,,,3.5,,,15000,github.com/w3f/Grants-Program/blob/master/applications/ZeroDAO_Network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zeropool-2-snjax,zeropool-2-snjax,https://github.com/zeropoolnetwork/fawkes-crypto,,2023-06-22,,,3,4,12.00,63000,github.com/w3f/Grants-Program/blob/master/applications/ZeroPool.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zk-plonk,zk-plonk,https://github.com/AstarNetwork/plonk,,2022-03-02,,,2,6.5,13.00,45000,github.com/w3f/Grants-Program/blob/master/applications/zero-network.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zk-rollups,zk-rollups,https://github.com/PlasmNetwork/ZKRollups,,2021-03-22,,,1,3,3.00,0,github.com/w3f/Grants-Program/blob/master/applications/zk-rollups.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
ZK-Snarks_with_Substrate_tutorial,ZK-Snarks_with_Substrate_tutorial,https://github.com/bright/zk-snarks-with-substrate,,2023-02-02,,,,,,,,census auto-harvested; primary=substantive own-org rule; grouped by slug
Zkverse,Zkverse,https://github.com/Zkvers/substrate-zk,,2023-04-18,,,1,2.5,2.50,24000,github.com/w3f/Grants-Program/blob/master/applications/zkverse.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
zkwasm-rollups-transfer,zkwasm-rollups-transfer,https://github.com/KogarashiNetwork/Kogarashi,,2024-02-20,,,2,5,10.00,20000,github.com/w3f/Grants-Program/blob/master/applications/zkwasm-rollups-transfer.md,census auto-harvested; primary=substantive own-org rule; grouped by slug
