project_id,project_name,repo_url,resolved_commit,commit_source,effort_since,effort_until,actual_duration_months,duration_plausible,ksloc_code,ksloc_code_raw,generated_loc_excluded,generated_files_n,ksloc_all,pm_mid,pm_low,pm_high,active_dev_days,total_commits,distinct_authors,effort_reliable,top_langs,planned_fte,planned_duration_months,planned_pm,cost_usd,status,error_msg,new_sloc,adapted_sloc,adapted_fraction,cm_observed,aam,equivalent_sloc
native-bitcoin-vaults,native-bitcoin-vaults,https://github.com/hashed-io/native-bitcoin-vaults-UI,31800a2f526f378599f27244a7b9500f8fbefa09,cutoff,2022-01-28,2022-07-05,5.19,1,1.7640,1.7700,6,1,61.0200,2.3684,1.1123,9.0,45,165,4,1,"{""JSON"": 56116, ""Vuejs Component"": 2705, ""JavaScript"": 1760, ""Markdown"": 207, ""YAML"": 105}",2,3,6.00,43200,OK,,1.5038,0.2602,0.1475,0.9248,0.7874,1.7087
NeuroZK,NeuroZK,https://github.com/Cyborg-Network/cyborg-parachain,9685a55711b2e1ec63fdbc6603965e7b3784f8d6,commit,2024-07-01,2024-07-13,0.39,1,3.0200,3.0930,188,4,3.7760,0.5789,0.2042,1.0,11,17,1,0,"{""Rust"": 3020, ""TOML"": 440, ""Markdown"": 262, ""YAML"": 36, ""Dockerfile"": 18}",2,6,12.00,30000,OK,,1.0251,1.9949,0.6606,0.2637,0.2732,1.5701
new_bls12_hash_function,new_bls12_hash_function,https://github.com/dishport/Indifferentiable-hashing-to-ordinary-elliptic-curves-of-j-0-with-the-cost-of-one-exponentiation,f1f95be904823c69ce31cd39ae3ae45b25b8c331,cutoff,2021-03-09,2022-06-29,15.67,1,0.0000,0.0000,0,0,0.0020,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 2}",1,6,6.00,15000,OK,,,,,,,
NewOmega,NewOmega,https://github.com/WiktorStarczewski/newomega.polkadot,c0c5ca0,commit,2021-02-22,2021-02-28,0.2,1,0.9820,0.9820,0,0,1.3130,0.1579,0.0753,1.0,3,13,1,0,"{""Rust"": 974, ""TOML"": 238, ""Markdown"": 93, ""Bourne Shell"": 8}",2,2,4.00,15000,OK,,0.982,0.0,0.0,0.0,0.0554,0.982
nftaa,nftaa,https://github.com/decenzio/nftaa,d64de1633f5e705416abdc1f696c3fc8ca4b761d,cutoff,2025-09-02,2025-09-02,0.0,0,0.0000,0.0000,0,0,0.0120,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 12}",2,6,12.00,30000,OK,,,,,,,
nft_collectibles_wallet,nft_collectibles_wallet,https://github.com/GamePowerNetwork/gamepower-module-library,33a37a7d0b9945a299bb413611b90cc274ef582f,cutoff,2021-05-17,2021-06-03,0.56,1,1.0480,1.0480,0,0,1.4070,0.6842,0.4762,3.0,13,74,2,1,"{""Rust"": 1048, ""Markdown"": 164, ""TOML"": 141, ""JSON"": 22, ""YAML"": 17}",2.1,,,15000,OK,,1.0329,0.0151,0.0144,1.0,0.84,1.0456
nft_explorer,nft_explorer,https://github.com/uni-arts-chain/evm-nft-tracker,93a179ae90ea937b5d9fb4219d9d6aec462cf856,cutoff,2021-08-09,2021-11-15,3.22,1,1.3270,1.3270,0,0,2.2230,1.0,0.3784,5.0,19,39,2,1,"{""Rust"": 1316, ""JSON"": 686, ""TOML"": 94, ""Markdown"": 90, ""Text"": 17}",2,2.5,5.00,16000,OK,,1.327,0.0,0.0,0.0,0.0554,1.327
nftstore-network,nftstore-network,https://github.com/NFTT-studio/NFTMart-Node,a0b265bfb9cb9006f2fb4b6d6e40314a7092f4c2,cutoff,2021-05-06,2021-07-09,2.1,1,17.5560,17.5970,41,2,33.7760,1.3684,0.6877,4.0,26,66,2,1,"{""Rust"": 15603, ""JSON"": 12880, ""JavaScript"": 1625, ""TOML"": 1234, ""HTML"": 635}",2,2,4.00,0,OK,,9.3615,8.1945,0.4668,1.0,0.84,16.2449
Nolik,Nolik,https://github.com/chainify/nolik,da94d55a09ec6c9e4e0be1bf38d88240f1773334,cutoff,2019-05-22,2022-09-12,39.72,0,0.0000,0.0000,0,0,0.3510,3.5263,1.5924,12.0,67,255,1,0,"{""Markdown"": 282, ""YAML"": 69}",1,2,2.00,9800,OK,,,,,,,
nulink,nulink,https://github.com/NuLink-network/nulink-chain,f33c097135acee6d702139e52d84c4a597246711,cutoff,2021-07-14,2022-03-24,8.31,1,2.2240,2.2240,0,0,2.6480,0.4211,0.111,4.0,8,15,4,1,"{""Rust"": 2181, ""TOML"": 239, ""Markdown"": 130, ""Nix"": 29, ""JSON"": 24}",2,6,12.00,10000,OK,,1.2165,1.0075,0.453,0.9509,0.8056,2.0282
ocelloids_monitoring_sdk,ocelloids_monitoring_sdk,https://github.com/sodazone/ocelloids,b2030f5b858656211406d6909cfe9eeeb8420b0e,cutoff,2023-06-12,2023-07-21,1.28,1,3.6370,4.2700,633,1,14.3610,2.6842,1.6081,4.0,51,421,2,1,"{""JSON"": 9527, ""TypeScript"": 3259, ""Markdown"": 1022, ""JavaScript"": 378, ""YAML"": 164}",2,2,4.00,28000,OK,,3.637,0.0,0.0,0.0,0.0554,3.637
ocelloids_xcm_monitoring_service,ocelloids_xcm_monitoring_service,https://github.com/sodazone/xcm-monitoring,910ee7f37cd19e41a3b3f57e82f4dffb10588a94,cutoff,2023-09-29,2023-11-08,1.31,1,5.9690,5.9690,0,0,17.1440,2.2105,1.5896,5.0,42,365,2,1,"{""JSON"": 10425, ""TypeScript"": 5969, ""Markdown"": 607, ""YAML"": 67, ""TOML"": 56}",2,2,4.00,28000,OK,,5.8862,0.0828,0.0139,1.0,0.84,5.9557
offline_elction_tool,offline_elction_tool,https://github.com/antiers-solutions/polkadot-staking-miner,b0335fa9fda4499a3a072036a758037c236aff02,cutoff,2018-02-08,2026-01-29,95.66,0,6.1630,6.1630,0,0,7.9060,100.2632,29.5981,734.0,1905,2453,153,1,"{""Rust"": 6119, ""Markdown"": 863, ""YAML"": 380, ""JSON"": 370, ""TOML"": 80}",1,,,5000,OK,,5.73,0.433,0.0703,1.0,0.84,6.0937
offline_election_tool,offline_election_tool,https://github.com/antiers-solutions/polkadot-staking-miner,b0335fa9fda4499a3a072036a758037c236aff02,cutoff,2018-02-08,2026-01-29,95.66,0,6.1630,6.1630,0,0,7.9060,100.2632,29.5981,734.0,1905,2453,153,1,"{""Rust"": 6119, ""Markdown"": 863, ""YAML"": 380, ""JSON"": 370, ""TOML"": 80}",1,,,5000,OK,,5.73,0.433,0.0703,1.0,0.84,6.0937
Omniverse_DLT,Omniverse_DLT,https://github.com/Omniverse-Web3-Labs/Omniverse-DLT-Introduction,715067e759198fa0d6f5d52f41bfb71c9fb5bc78,cutoff,2023-01-12,2023-06-18,5.16,1,0.0000,0.0000,0,0,0.8650,1.0526,0.4321,9.0,20,49,3,1,"{""Markdown"": 865}",3,4,12.00,30000,OK,,,,,,,
On_chain_cash_exchange,On_chain_cash_exchange,https://github.com/bsn-si/ocex-smartcontract,59482e1d2885621f82a4298b69244b2d8f724aa9,cutoff,2022-04-06,2022-06-07,2.04,1,0.4070,0.4070,0,0,0.5600,0.3158,0.0826,3.0,6,8,1,0,"{""Rust"": 407, ""Markdown"": 109, ""TOML"": 40, ""Dockerfile"": 4}",4,2,8.00,36100,OK,,0.0,0.407,1.0,1.0,0.84,0.3419
openbrush,openbrush,https://github.com/727-Ventures/openbrush-contracts,f2f4b36bed1afd771d7d57e364494d27ef2cd0ec,cutoff,2021-06-02,2023-01-20,19.61,1,19.1210,19.1240,3,1,26.8120,16.4211,6.5849,62.0,312,867,24,1,"{""Rust"": 15190, ""Markdown"": 5073, ""TypeScript"": 3795, ""TOML"": 1720, ""YAML"": 361}",3,,,99,OK,,19.121,0.0,0.0,0.0,0.0554,19.121
openbrush_follow_up,openbrush_follow_up,https://github.com/Supercolony-net/openbrush-contracts,c312380920985e3a8fa30c19e9ae1712bf7c0748,cutoff,2021-06-02,2022-07-26,13.76,1,16.8940,16.8970,3,1,24.6140,13.3684,5.4224,50.0,254,750,22,1,"{""Rust"": 14619, ""Markdown"": 4809, ""TypeScript"": 2191, ""TOML"": 2187, ""SCSS"": 316}",,,,5000,OK,,16.8586,0.0354,0.0021,1.0,0.84,16.8883
openPayroll,openPayroll,https://github.com/polkadrys/openPayroll,8262e8f1c621f8456b2832cb53248b19fb05ed1b,cutoff,2023-03-16,2023-07-18,4.07,1,1.6070,1.6070,0,0,1.7750,0.2105,0.0526,2.0,4,4,1,0,"{""Rust"": 1607, ""YAML"": 81, ""Markdown"": 59, ""TOML"": 23, ""Dockerfile"": 5}",2,4,8.00,20000,OK,,1.607,0.0,0.0,0.0,0.0554,1.607
openrollup-mvp-phase,openrollup-mvp-phase,https://github.com/open-rollup/pallet-open-rollup,32d3b98aaa28207f20246de6041bf3317ddd5de8,cutoff,2023-04-21,2023-06-14,1.77,1,1.7290,1.8420,113,1,1.8470,0.0,0.0,0.0,0,0,0,0,"{""Rust"": 1729, ""TOML"": 67, ""Markdown"": 31, ""YAML"": 15, ""Dockerfile"": 5}",1.5,7.5,11.25,30000,OK,,0.0,1.729,1.0,1.0,0.84,1.4524
OpenSquare_offchain_voting,OpenSquare_offchain_voting,https://github.com/opensquare-network/collaboration,3c431cb9b67adaacc1c546e4db48cd737c484be0,cutoff,2021-08-25,2021-11-19,2.83,1,9.2800,9.2800,0,0,11.7220,4.3158,2.7453,16.0,82,433,5,1,"{""JavaScript"": 9280, ""SVG"": 1871, ""CSS"": 312, ""Markdown"": 142, ""JSON"": 117}",,,,,OK,,9.28,0.0,0.0,0.0,0.0554,9.28
OpenSquare_paid_qa,OpenSquare_paid_qa,https://github.com/opensquare-network/paid-qa,a0ce438f40f77f1191b3cfa8b242dcfd70d7c724,cutoff,2022-02-16,2022-07-12,4.8,1,19.4800,19.4800,0,0,21.5830,9.2105,4.9909,23.0,175,598,6,1,"{""JavaScript"": 19411, ""SVG"": 935, ""JSON"": 432, ""CSS"": 396, ""Markdown"": 314}",5,,,25000,OK,,19.4257,0.0543,0.0028,1.0,0.84,19.4713
orochi-network-orosign-part1,orochi-network-orosign-part1,https://github.com/orochi-network/orochi-networkhub.io,,,,,,,,,,,,,,,,,,,,2,,,10000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
p2p_state_channels,p2p_state_channels,https://github.com/peer3to/state-channels-plus,43189afeeb92da7d0586b2441e4540af059ec67f,cutoff,2024-10-15,2024-11-25,1.35,1,7.1230,7.1230,0,0,8.4270,0.2632,0.0774,2.0,5,7,1,0,"{""TypeScript"": 5111, ""Solidity"": 1886, ""JSON"": 981, ""Markdown"": 206, ""JavaScript"": 126}",,3,,100000,OK,,0.7615,6.3615,0.8931,0.3563,0.3497,2.9863
pacificstore,pacificstore,https://github.com/vlbos/pacificstore-node,3306236b781a5bc343e80b6b984ebdb806860d90,cutoff,2021-04-21,2021-04-21,0.0,0,0.0000,0.0000,0,0,0.0010,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 1}",1,,,0,OK,,,,,,,
pallet_drand_client,pallet_drand_client,https://github.com/random-meat/drand-substrate-client,379df830f4cd05a8e79d729848986df40333952f,cutoff,2022-09-01,2023-01-15,4.47,1,0.4830,0.4830,0,0,0.5830,0.7895,0.2879,6.0,15,40,2,1,"{""Rust"": 483, ""JSON"": 47, ""TOML"": 33, ""Markdown"": 20}",1,2,2.00,28000,OK,,0.145,0.338,0.6998,1.0,0.84,0.4289
pallet_supersig_decentration,pallet_supersig_decentration,https://github.com/kabocha-network/pallet_supersig,15c8adc06f946082b22a836a640a0fd34de3bb6c,cutoff,2022-05-11,2023-02-14,9.17,1,2.3620,2.4300,68,1,2.5600,2.5263,0.9366,15.0,48,119,6,1,"{""Rust"": 2362, ""TOML"": 103, ""Markdown"": 54, ""INI"": 22, ""YAML"": 19}",2,,,,OK,,1.5911,0.7709,0.3264,1.0,0.84,2.2387
pallet-verifier,pallet-verifier,https://github.com/davidsemakula/pallet-verifier,1d471e7b539daa54ee1988918cada1450d53989c,cutoff,2024-03-04,2024-12-09,9.2,1,23.1290,24.0290,900,5,24.0460,6.1579,1.8034,10.0,117,148,1,0,"{""Rust"": 23129, ""Markdown"": 507, ""TOML"": 398, ""INI"": 12}",1,,,30000,OK,,23.129,0.0,0.0,0.0,0.0554,23.129
PANIC,PANIC,https://github.com/SimplyVC/panic,e1254f4727757189b336df821bce01d4312e6fe2,cutoff,2020-08-24,2022-07-06,22.37,1,157.7440,158.0240,280,2,249.4130,24.1053,12.4842,54.0,458,1565,10,1,"{""Python"": 123994, ""JSON"": 87008, ""JavaScript"": 24348, ""TypeScript"": 9350, ""SCSS"": 2626}",1.5,2,3.00,29000,OK,,157.744,0.0,0.0,0.0,0.0554,157.744
parachain_staking,parachain_staking,https://github.com/PureStake/moonbeam,5b47c116e0df63b08e3b65590a11ebd6f7189303,cutoff,2020-02-20,2021-12-03,21.42,1,58.4880,59.0540,658,5,206.1560,25.1053,8.225,112.0,477,767,16,1,"{""JSON"": 143531, ""Rust"": 44339, ""TypeScript"": 13360, ""TOML"": 2131, ""YAML"": 1219}",2,,,2,OK,,58.4713,0.0167,0.0003,1.0,0.84,58.4853
parallel,parallel,https://github.com/parallel-finance/parallel,a626bbb205e5051f2c14602d030426cabefa0093,cutoff,2021-02-25,2021-10-22,7.85,1,15.0200,16.3750,1450,16,17.0400,12.4737,4.2154,47.0,237,376,17,1,"{""Rust"": 14694, ""TOML"": 1106, ""YAML"": 403, ""Markdown"": 323, ""Bourne Shell"": 179}",4,4,16.00,9,OK,,14.0176,1.0024,0.0667,1.0,0.84,14.8596
paraport,paraport,https://github.com/paraportxyz/app,,,,,,,,,,,,,,,,,,,,2,3,6.00,30000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
ParaSpell,ParaSpell,https://github.com/dudo50/ParaSpell,,,,,,,,,,,,,,,,,,,,1,2,2.00,10000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
Paraspell-followup,Paraspell-followup,https://github.com/paraspell/sdk,aea02541f7168d7a7f566b7311fcf70f6a977115,commit,2022-09-02,2022-12-30,3.91,1,1.2850,1.2850,0,0,10.8110,1.1579,0.3625,7.0,22,49,3,1,"{""YAML"": 6441, ""JSON"": 2917, ""TypeScript"": 1285, ""Markdown"": 153, ""INI"": 15}",1,2,2.00,10000,OK,,0.7592,0.5258,0.4092,1.0,0.84,1.2009
ParaSpell-followup2,ParaSpell-followup2,https://github.com/paraspell/sdk,83b64081b8591319d5ea6e80bbe4766ba3eb9ac5,cutoff,2022-09-02,2023-04-18,7.49,1,2.5420,2.5420,0,0,15.6240,1.7368,0.5129,11.0,33,62,3,1,"{""YAML"": 9284, ""JSON"": 3540, ""TypeScript"": 2513, ""Markdown"": 243, ""JavaScript"": 29}",1,2,2.00,10000,OK,,1.8753,0.6667,0.2623,1.0,0.84,2.4353
patron,patron,https://github.com/Brushfam/patron-backend,d6bb21b010d4b9abf13c7ee7bce4b3898c3a1fc0,cutoff,2023-05-23,2023-06-16,0.79,1,7.5790,7.5790,0,0,8.1090,0.5789,0.1723,3.0,11,16,2,1,"{""Rust"": 7338, ""Markdown"": 244, ""Nix"": 241, ""TOML"": 168, ""YAML"": 118}",,,,,OK,,0.6272,6.9518,0.9172,0.8985,0.7689,5.9727
perun_app_channels,perun_app_channels,https://github.com/perun-network/perun-polkadot-pallet,54c55acabfe2f5b57a79b4330726cf572453c0f0,commit,2021-07-07,2022-06-07,11.01,1,2.0560,2.1350,79,1,2.3180,0.6842,0.1774,6.0,13,27,2,1,"{""Rust"": 2056, ""YAML"": 131, ""Markdown"": 80, ""TOML"": 46, ""Dockerfile"": 5}",1.25,7.25,9.06,87000,OK,,2.056,0.0,0.0,0.0,0.0554,2.056
perun_channels,perun_channels,https://github.com/perun-network/perun-polkadot-pallet,344360c3e298cf615f9483a4985dbc9c9d2a8e1b,cutoff,2021-07-07,2021-07-07,0.0,0,0.0000,0.0000,0,0,0.0000,0.0526,0.0132,1.0,1,1,1,0,{},1.25,7.25,9.06,87000,OK,,,,,,,
perun_integration,perun_integration,https://github.com/perun-network/perun-polkadot-pallet,797f59d0b02cffe24d00d288a06b0195c41ffaa1,cutoff,2021-07-07,2021-11-04,3.94,1,1.6490,1.7130,64,1,1.9140,0.6316,0.1643,6.0,12,26,2,1,"{""Rust"": 1649, ""YAML"": 131, ""Markdown"": 83, ""TOML"": 46, ""Dockerfile"": 5}",1.25,7.25,9.06,87000,OK,,1.649,0.0,0.0,0.0,0.0554,1.649
php-rpc-lib,php-rpc-lib,https://github.com/gmajor-encrypt/php-scale-codec,f58a10f37180385bff86f9660c6215acfaf1377a,cutoff,2020-04-02,2022-04-29,24.87,0,3.2620,3.2620,0,0,63.8440,3.4211,1.1266,21.0,65,116,5,1,"{""JSON"": 60201, ""PHP"": 3262, ""Markdown"": 325, ""YAML"": 30, ""XML"": 17}",,1,,9000,OK,,2.8188,0.4432,0.1359,1.0,0.84,3.1911
php-rpc-lib-follow-up,php-rpc-lib-follow-up,https://github.com/gmajor-encrypt/php-substrate-api,78a77693d0f03e5eb65ccc18d7b5b2bc77ebbb11,cutoff,2020-04-13,2023-02-21,34.3,0,2.3120,2.3120,0,0,5.2840,1.8421,0.5239,9.0,35,45,2,1,"{""JSON"": 2654, ""PHP"": 2312, ""Markdown"": 236, ""YAML"": 64, ""XML"": 11}",,1,,9000,OK,,2.2082,0.1038,0.0449,0.8832,0.7583,2.2869
php-scale-lib,php-scale-lib,https://github.com/gmajor-encrypt/php-scale-codec,d6c84a1bf523d3e7662e014ee03eb3ab5d4a1c6b,cutoff,2020-04-02,2021-10-12,18.33,1,2.7220,2.7220,0,0,61.6220,2.6316,0.8891,16.0,50,92,4,1,"{""JSON"": 58522, ""PHP"": 2722, ""Markdown"": 322, ""YAML"": 30, ""XML"": 17}",,1,,9000,OK,,2.2848,0.4372,0.1606,1.0,0.84,2.6521
php-substrate-api,php-substrate-api,https://github.com/neha0921/substrate-interface-package,ec0ec58bd4686be7a48ab682a1960400a1b65745,cutoff,2021-08-04,2021-12-14,4.34,1,2.9530,2.9530,0,0,17.4530,0.4211,0.1499,3.0,8,17,2,1,"{""HTML"": 13087, ""PHP"": 1869, ""CSS"": 1292, ""JavaScript"": 1084, ""Markdown"": 48}",2,,,0,OK,,2.3049,0.6481,0.2195,1.0,0.84,2.8493
Plus,Plus,https://github.com/Nick-1979/polkadot-Js-Plus-extension,53639f28ba283ef85d101bf0fc40b81b9aa6f6c2,cutoff,2019-05-20,2022-03-19,33.97,0,24.7040,25.3360,632,15,27.9910,32.1053,11.3488,97.0,610,1088,25,1,"{""TypeScript"": 23548, ""JSON"": 1707, ""JavaScript"": 1156, ""Markdown"": 673, ""SVG"": 433}",3,3,9.00,,OK,,23.2129,1.4911,0.0604,1.0,0.84,24.4654
Plutonication,Plutonication,https://github.com/RostislavLitovkin/Plutonication,964b16f24ffed9de74592b305866371f4f061a76,cutoff,2023-10-27,2024-08-04,9.26,1,1.4490,1.4490,0,0,2.2380,3.4211,1.5306,16.0,65,253,2,1,"{""TypeScript"": 1225, ""JSON"": 297, ""JavaScript"": 224, ""Markdown"": 174, ""HTML"": 120}",0.83,2,1.66,25000,OK,,1.449,0.0,0.0,0.0,0.0554,1.449
pocs,pocs,https://github.com/auguth/pocs,097d3b552bff54b2e699201f1050edca38379329,cutoff,2023-10-31,2025-03-18,16.56,1,47.8700,49.9480,2078,5,54.0770,3.3158,1.2225,18.0,63,108,5,1,"{""Rust"": 45867, ""WebAssembly"": 1685, ""JSON"": 1400, ""TOML"": 1054, ""Markdown"": 1021}",3,,,25000,OK,,47.87,0.0,0.0,0.0,0.0554,47.87
polkadart,polkadart,https://github.com/rankanizer/polkadart,,,,,,,,,,,,,,,,,,,,4.,15,60.00,75000,ERROR,git clone failed: fatal: destination path '/home/runner/work/blockchain-effort-benchmark/blockchain-effort-benchmark/scripts/extract/repo_cache/polkadart' already exists and is not an empty directory.,,,,,,
Polkadart_extension,Polkadart_extension,https://github.com/leonardocustodio/polkadart,,,,,,,,,,,,,,,,,,,,1.5,4,6.00,30000,ERROR,git clone failed: fatal: destination path '/home/runner/work/blockchain-effort-benchmark/blockchain-effort-benchmark/scripts/extract/repo_cache/Polkadart_extension' already exists and is not an empty ,,,,,,
polkadart-followup,polkadart-followup,https://github.com/leonardocustodio/polkadart,,,,,,,,,,,,,,,,,,,,1.5,4,6.00,30000,ERROR,git clone failed: fatal: destination path '/home/runner/work/blockchain-effort-benchmark/blockchain-effort-benchmark/scripts/extract/repo_cache/polkadart-followup' already exists and is not an empty d,,,,,,
polkadex,polkadex,https://github.com/Polkadex-Substrate/Polkadex,c49b04ea963549dc840500beb8c74179943a01d4,cutoff,2020-09-13,2020-10-02,0.62,1,2.5480,2.5480,0,0,3.1220,1.3158,0.659,4.0,25,66,2,1,"{""Rust"": 2404, ""TOML"": 509, ""JavaScript"": 100, ""Bourne Shell"": 44, ""Markdown"": 34}",3.5,,,1,OK,,1.4778,1.0702,0.42,0.9816,0.8271,2.363
polkadot_analytics_platform,polkadot_analytics_platform,https://github.com/mobr-ai/PolkadotAnalytics,dab7898bd92d6b95dddfeefcfe2512d48a711544,cutoff,2023-08-09,2023-09-01,0.76,1,0.6880,0.6880,0,0,4.6340,0.4737,0.2037,3.0,9,22,2,1,"{""HTML"": 3402, ""Python"": 419, ""Bourne Shell"": 263, ""YAML"": 184, ""Jupyter Notebook"": 166}",0.85,1,0.85,10000,OK,,0.688,0.0,0.0,0.0,0.0554,0.688
polkadot-contract-wizard,polkadot-contract-wizard,https://github.com/protofire/polkadot-contract-wizard,75b2f69b43aff1bad92fa5c32b776e44d80f811f,cutoff,2023-01-10,2023-11-20,10.32,1,14.4160,14.4160,0,0,15.0940,5.1579,1.7224,25.0,98,159,6,1,"{""TypeScript"": 14036, ""Rust"": 327, ""YAML"": 234, ""JSON"": 178, ""Markdown"": 113}",2.5,3,7.50,52500,OK,,14.416,0.0,0.0,0.0,0.0554,14.416
polkadot_dart,polkadot_dart,https://github.com/Pocket4D/Polkadot-Dart,493a4ce6ea7aff7b319d20117adba43073b4e138,cutoff,2020-10-27,2020-12-05,1.28,1,25.9230,25.9230,0,0,26.7440,0.9474,0.3257,3.0,18,45,2,1,"{""Dart"": 24217, ""Rust"": 1550, ""XML"": 277, ""JSON"": 145, ""YAML"": 140}",4.,15,60.00,75000,OK,,22.3256,3.5974,0.1388,0.9513,0.8059,25.2248
polkadotjs-ecdsa-hardware,polkadotjs-ecdsa-hardware,https://github.com/gluneau/polkadotjs-ecdsa-hardware,60f96b94821988359b0c3350cb6718b603be95b7,cutoff,2022-11-17,2022-11-21,0.13,1,0.0000,0.0000,0,0,0.2520,0.1053,0.0263,2.0,2,2,2,0,"{""Markdown"": 252}",,,,0,OK,,,,,,,
polkadotjs_no_code,polkadotjs_no_code,https://github.com/ezcodeco/Bubble-Plugin-Polkadot.js,8b0680892557a26c574a0f6f32192d3b0f97d79f,cutoff,2022-01-18,2022-02-10,0.76,1,0.4010,0.4010,0,0,1.2440,0.0,0.0,0.0,0,0,0,0,"{""JSON"": 840, ""JavaScript"": 401, ""Markdown"": 2, ""HTML"": 1}",2,2,4.00,18000,OK,,0.1968,0.2042,0.5091,0.3944,0.3812,0.2747
polkadot-js-plus-nomination-pools,polkadot-js-plus-nomination-pools,https://github.com/Nick-1979/polkadot-Js-Plus-extension,7d1e4843f224cc2bcd7122796339a5b17c23e96a,cutoff,2019-05-20,2022-06-29,37.32,0,34.8680,35.5120,644,15,38.3460,36.4211,13.6395,102.0,692,1573,26,1,"{""TypeScript"": 33423, ""JSON"": 1865, ""JavaScript"": 1445, ""Markdown"": 703, ""SVG"": 443}",3,3,9.00,,OK,,33.3125,1.5555,0.0446,1.0,0.84,34.6191
polkadot-js-plus-social-recovery-wallet,polkadot-js-plus-social-recovery-wallet,https://github.com/Nick-1979/polkadot-Js-Plus-extension,fef84d6ffbd1e427a7df6de81fe89cec0e860920,cutoff,2019-05-20,2022-08-11,38.73,0,37.9750,38.6190,644,15,41.4590,38.5789,14.8414,105.0,733,1736,26,1,"{""TypeScript"": 36523, ""JSON"": 1868, ""JavaScript"": 1452, ""Markdown"": 706, ""SVG"": 443}",3,3,9.00,,OK,,36.3637,1.6113,0.0424,1.0,0.84,37.7172
Polkadot-Protocol-Conformance-Tests,Polkadot-Protocol-Conformance-Tests,https://github.com/LimeChain/polkadot-conformance,7c89d26c7221324474f0b7ab8fddeea2ecea440f,cutoff,2023-05-23,2023-11-16,5.81,1,0.0000,0.0000,0,0,2.0930,0.7895,0.247,8.0,15,39,4,1,"{""TOML"": 999, ""Markdown"": 795, ""YAML"": 232, ""Julia"": 67}",2.5,,,28,OK,,,,,,,
polkadot-runtime-releaser,polkadot-runtime-releaser,https://github.com/hack-ink/polkadot-runtime-releaser,b620f09913829bdb95d6610e1d7a327599b317cb,cutoff,2024-11-13,2024-12-31,1.58,1,0.8250,0.8250,0,0,1.6440,0.4737,0.2632,1.0,9,38,1,0,"{""Rust"": 797, ""YAML"": 444, ""Markdown"": 207, ""TOML"": 123, ""Bourne Shell"": 28}",1,,,22500,OK,,0.825,0.0,0.0,0.0,0.0554,0.825
polkadot_tests,polkadot_tests,https://github.com/Zondax/polkadot-testing,0ae9c28e0a2c0fb1076d723fd3f207d25b914111,cutoff,2023-12-12,2023-12-19,0.23,1,0.0000,0.0000,0,0,0.3080,0.2105,0.0723,3.0,4,13,3,1,"{""Markdown"": 301, ""make"": 7}",2.5,,,28,OK,,,,,,,
Polkadot_Web_UI,Polkadot_Web_UI,https://github.com/RidOne-technologies/polkadot-angular-identicon,b4745aa650e4da5efd12a6e25e81c8d8b1dc2f4c,cutoff,2021-02-18,2021-08-03,5.45,1,0.4380,0.4380,0,0,2.1050,0.0526,0.0132,1.0,1,1,1,0,"{""JSON"": 1435, ""TypeScript"": 335, ""Text"": 169, ""JavaScript"": 103, ""Markdown"": 29}",0.62,,,4000,OK,,0.438,0.0,0.0,0.0,0.0554,0.438
PolkaFlow,PolkaFlow,https://github.com/justmert/eco-flow-frontend,170707defb2e00fbb475a7e338593fd80c343636,cutoff,2023-01-26,2023-05-08,3.35,1,3.6290,3.6290,0,0,35.8600,0.5789,0.2402,3.0,11,21,1,0,"{""JSON"": 31757, ""JavaScript"": 3131, ""JSX"": 498, ""CSS"": 370, ""Markdown"": 60}",1,2,2.00,10000,OK,,3.5115,0.1175,0.0324,0.8065,0.7045,3.5943
polkaj_android_support,polkaj_android_support,https://github.com/emeraldpay/polkaj,ce1454eb6578818a731444630363d64eba959f0a,cutoff,2020-04-20,2021-09-17,16.92,1,7.8060,7.8060,0,0,17.7810,4.2632,1.4384,18.0,81,168,9,1,"{""Java"": 7477, ""Groovy"": 7284, ""AsciiDoc"": 1327, ""Gradle"": 424, ""HTML"": 358}",4.,15,60.00,75000,OK,,7.806,0.0,0.0,0.0,0.0554,7.806
polkakey,polkakey,https://github.com/w3finance/PolkaKey,7d2bf55bd67b6729d9ed88ef8c962836f9729903,commit,2020-03-28,2020-04-20,0.76,1,0.8950,0.8950,0,0,1.3090,0.6316,0.2372,2.0,12,29,1,0,"{""JavaScript"": 895, ""JSON"": 151, ""Markdown"": 94, ""HTML"": 59, ""CSS"": 39}",,,,0,OK,,0.3871,0.5079,0.5675,0.9604,0.8123,0.7996
